"Status [Canceled, In Design, On Hold, Paid, Paid(Override), Partially Paid, To be Paid, Void]",*Payment Header Number (Text - 30),Status Date (Date),Planned Date (Date),Planned Amount (Decimal),Planned Currency,Actual Amount (Decimal),Actual Currency,Actual Date (Date),Offset Number (Text - 30),Offset Amount (Decimal),Offset Date (Date),Allocation Share - Start with and separate by ^ (e.g. '^35^15^50') (Text),Vendor Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Vendor Location Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Allocation Description - Start with and separate by ^ (e.g. '^Ck A/C 6557607504^Monticello RSA-4^Summerville') (Text),"Allocation Type - Start with and separate by ^ (e.g. '^Payee Account^Payee Account^Payee Account') [Budget Account, Business Area, Cost Center, GL Account, Journal Account, Payee Account, Profit Center]","By Percent or Amount? [PCT, AMT]",Reference No (Text - 30),Remarks (Text - 4000),Check Number (Text - 30),Check Amount (Decimal),Check Date (Date),Partials Actual Amount,Partials Actual Date,Partials Check No,Partials Check Amount,Partials Check Date,Partials Check Reference No,Partials Remarks
Paid(Override),113635,,7/1/2009,1709.52,USD,1709.52,USD,6/19/2009,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/06/22,1500740763,150236.07,6/23/2009,,,,,,,,
Paid(Override),113635,,7/1/2010,1760.81,USD,1760.81,USD,6/18/2010,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/06/21,1500646828,157924.66,6/22/2010,,,,,,,,
Paid(Override),113635,,7/1/2011,1813.64,USD,1813.64,USD,6/21/2011,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/06/22,1500638803,164948.94,6/23/2011,,,,,,,,
Paid(Override),113635,,7/1/2012,1868.04,USD,1868.04,USD,6/20/2012,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/06/21 P 2012/06/21,1500696231,165147.97,6/22/2012,,,,,,,,
Paid(Override),113635,,8/1/2002,1390,USD,1390,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),113635,,8/1/2003,1431.7,USD,1431.7,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),113635,,8/1/2004,1474.65,USD,1474.65,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),113635,,8/1/2005,1518.89,USD,1518.89,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),113635,,8/1/2006,1564.46,USD,1564.46,USD,7/14/2006,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2006/07/18,1500608374,134339.53,7/19/2006,,,,,,,,
Paid(Override),113635,,8/1/2007,1611.39,USD,1611.39,USD,7/19/2007,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/07/20,1500606531,138374.55,7/23/2007,,,,,,,,
Paid(Override),113635,,8/1/2008,1659.73,USD,1659.73,USD,7/22/2008,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500672661,140639.91,7/24/2008,,,,,,,,
Paid(Override),113635,,8/1/2009,1709.52,USD,1709.52,USD,7/22/2009,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/07/23,1500874333,147552.91,7/24/2009,,,,,,,,
Paid(Override),113635,,8/1/2010,1760.81,USD,1760.81,USD,7/21/2010,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/07/22,1500780559,158230.34,7/23/2010,,,,,,,,
Paid(Override),113635,,8/1/2011,1813.64,USD,1813.64,USD,7/20/2011,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/07/22,1500766267,165266.52,7/25/2011,,,,,,,,
Paid(Override),113635,,8/1/2012,1868.04,USD,1868.04,USD,7/19/2012,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500856413,158923.34,7/24/2012,,,,,,,,
Paid(Override),113635,,9/1/2002,1390,USD,1390,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),113635,,9/1/2003,1431.7,USD,1431.7,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),113635,,9/1/2004,1474.65,USD,1474.65,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),113635,,9/1/2005,1518.89,USD,1518.89,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),113635,,9/1/2006,1564.46,USD,1564.46,USD,8/17/2006,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500718056082106 2006/08/21 134747.73 1564.46,1500718056,134747.73,8/21/2006,,,,,,,,
Paid(Override),113635,,9/1/2007,1611.39,USD,1611.39,USD,8/22/2007,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500707018,138791.63,8/24/2007,,,,,,,,
Paid(Override),113635,,9/1/2008,1659.73,USD,1659.73,USD,8/22/2008,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/08/25,1500790507,141073.69,8/26/2008,,,,,,,,
Paid(Override),113635,,9/1/2009,1709.52,USD,1709.52,USD,8/20/2009,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/08/21,1501004354,148348.76,8/25/2009,,,,,,,,
Paid(Override),113635,,9/1/2010,1760.81,USD,1760.81,USD,8/20/2010,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500896832,158713.9,8/23/2010,,,,,,,,
Paid(Override),113635,,9/1/2011,1813.64,USD,1813.64,USD,8/23/2011,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500880288,165766.32,8/24/2011,,,,,,,,
Paid(Override),113635,,9/1/2012,1868.04,USD,1868.04,USD,8/16/2012,,,,^100^100,^4000089200-2000047719^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/08/21,1501008147,159379.08,8/22/2012,,,,,,,,
Paid(Override),119442,,1/1/2001,2500,USD,2500,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,1/1/2002,2575,USD,2575,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,1/1/2003,2652.25,USD,2652.25,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,1/1/2004,2731.82,USD,2731.82,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,1/1/2005,2813.77,USD,2813.77,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,1/1/2006,2898.19,USD,2898.19,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),119442,,1/1/2007,2985.13,USD,2985.13,USD,12/18/2006,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,697662,2985.13,12/20/2006,,,,,,,,
Paid(Override),119442,,1/1/2008,3074.68,USD,3074.68,USD,12/10/2007,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/12/10,1029699,3074.68,12/11/2007,,,,,,,,
Paid(Override),119442,,1/1/2009,3166.93,USD,3166.93,USD,12/16/2008,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/12/17,1357223,3166.93,12/22/2008,,,,,,,,
Paid(Override),119442,,1/1/2010,3261.93,USD,3261.93,USD,12/18/2009,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/12/21,1657600,3261.93,12/23/2009,,,,,,,,
Paid(Override),119442,,1/1/2011,3359.79,USD,3359.79,USD,12/20/2010,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/12/21,1943338,3359.79,12/22/2010,,,,,,,,
Paid(Override),119442,,1/1/2012,3460.58,USD,3460.58,USD,12/19/2011,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/12/20,2228457,3460.58,12/21/2011,,,,,,,,
Paid(Override),119442,,1/1/2013,3564.4,USD,3564.4,USD,12/19/2012,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2502195,3564.4,12/21/2012,,,,,,,,
Paid(Override),119442,,1/1/2014,3671.33,USD,3671.33,USD,12/18/2013,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/12/19,2734231,3671.33,12/20/2013,,,,,,,,
Paid(Override),119442,,1/1/2015,3781.47,USD,3781.47,USD,12/18/2014,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 3012825 2014/12/23 6100.01 3781.47,3012825,6100.01,12/23/2014,,,,,,,,
Paid(Override),119442,,1/1/2016,3894.92,USD,3894.92,USD,12/17/2015,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/12/18 P 2015/12/18 PP 3238136 2015/12/22 6283.02 3894.92,3238136,6283.02,12/22/2015,,,,,,,,
Paid(Override),119442,,10/1/2001,2500,USD,2500,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,10/1/2002,2575,USD,2575,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,10/1/2003,2652.25,USD,2652.25,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,10/1/2004,2731.82,USD,2731.82,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,10/1/2005,2813.77,USD,2813.77,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,10/1/2006,2898.19,USD,2898.19,USD,9/15/2006,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 0619083 2006/09/20 2898.19 2898.19 P 2006/09/18,619083,2898.19,9/20/2006,,,,,,,,
Paid(Override),119442,,10/1/2007,2985.13,USD,2985.13,USD,9/20/2007,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/09/21,959784,2985.13,9/24/2007,,,,,,,,
Paid(Override),119442,,10/1/2008,3074.68,USD,3074.68,USD,9/23/2008,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/09/24,1276962,3074.68,9/25/2008,,,,,,,,
Paid(Override),119442,,10/1/2009,3166.93,USD,3166.93,USD,9/18/2009,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/09/21,1583673,3166.93,9/23/2009,,,,,,,,
Paid(Override),119442,,10/1/2010,3261.93,USD,3261.93,USD,9/21/2010,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/09/22,1868991,3261.93,9/23/2010,,,,,,,,
Paid(Override),119442,,10/1/2011,3359.79,USD,3359.79,USD,9/20/2011,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/09/22 P 2011/09/22,2155213,3359.79,9/23/2011,,,,,,,,
Paid(Override),119442,,10/1/2012,3460.58,USD,3460.58,USD,9/19/2012,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/09/20,2431740,3460.58,9/21/2012,,,,,,,,
Paid(Override),119442,,10/1/2013,3564.4,USD,3564.4,USD,9/19/2013,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2678392,3564.4,9/23/2013,,,,,,,,
Paid(Override),119442,,10/1/2014,3671.33,USD,3671.33,USD,9/18/2014,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2947146,5989.87,9/22/2014,,,,,,,,
Paid(Override),119442,,10/1/2015,3781.47,USD,3781.47,USD,9/17/2015,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/09/21 PP 3183583 2015/09/22 6169.57 3781.47 PP 3183583 2015/09/22 6169.57 3781.47 PP 3183583 2015/09/22 6169.57 3781.47 PP 3183583 2015/09/22 6169.57 3781.47 PP 3183583 2015/09/22 6169.57 3781.47 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21 P 2015/09/21,3183583,6169.57,9/22/2015,,,,,,,,
Paid(Override),119442,,11/1/2001,2542.5,USD,2542.5,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,11/1/2002,2618.77,USD,2618.77,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,11/1/2003,2697.34,USD,2697.34,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,11/1/2004,2778.26,USD,2778.26,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,11/1/2005,2861.6,USD,2861.6,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,^1219.3^1642.3,^5/12/2016^5/12/2016,^^,^^,^^,^^,"^Payment status changed from Open to Paid in transition from REM to Siterra^Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",
Paid(Override),119442,,11/1/2006,2947.45,USD,2947.45,USD,10/18/2006,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 0644288 2006/10/23 2947.45 2947.45 PP 0644288 2006/10/23 2947.45 2947.45 P 2006/10/19 P 2006/10/19 P 2006/10/19,644288,2947.45,10/23/2006,,,,,,,,
Paid(Override),119442,,11/1/2007,3035.88,USD,3035.88,USD,10/22/2007,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/10/23,984573,3035.88,10/24/2007,,,,,,,,
Paid(Override),119442,,11/1/2008,3126.95,USD,3126.95,USD,10/23/2008,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/10/24,1304652,3126.95,10/27/2008,,,,,,,,
Paid(Override),119442,,11/1/2009,3220.76,USD,3220.76,USD,10/21/2009,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/10/22,1606597,3220.76,10/23/2009,,,,,,,,
Paid(Override),119442,,11/1/2010,3317.38,USD,3317.38,USD,10/20/2010,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/10/21,1891481,3317.38,10/22/2010,^1413.5^1903.88,^10/20/2010^10/20/2010,^1891481^1891481,^3317.38^3317.38,^10/22/2010^10/22/2010,^^,^P 2010/10/21^P 2010/10/21,
Paid(Override),119442,,11/1/2011,3416.91,USD,3416.91,USD,10/17/2011,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/10/18,2176523,3416.91,10/19/2011,,,,,,,,
Paid(Override),119442,,11/1/2012,3519.41,USD,3519.41,USD,10/17/2012,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/10/18,2453475,3519.41,10/19/2012,,,,,,,,
Paid(Override),119442,,11/1/2013,3625,USD,3625,USD,10/23/2013,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/10/24,2696705,3625,10/25/2013,,,,,,,,
Paid(Override),119442,,11/1/2014,3733.75,USD,3733.75,USD,10/20/2014,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/10/20,2967265,6052.29,10/21/2014,,,,,,,,
Paid(Override),119442,,11/1/2015,3845.76,USD,3845.76,USD,10/21/2015,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 3202236 2015/10/23 6233.86 2207.12 PP 3202236 2015/10/23 6233.86 2207.12 PP 3202236 2015/10/23 6233.86 2207.12 PP 3202236 2015/10/23 6233.86 2207.12,3202236,6233.86,10/23/2015,^2207.12^1638.64,^10/21/2015^10/21/2015,^3202236^3202236,^6233.86^6233.86,^10/23/2015^10/23/2015,^^,^PP 3202236 2015/10/23 6233.86 2207.12 PP 3202236 2015/10/23 6233.86 2207.12 PP 3202236 2015/10/23 6233.86 2207.12 PP 3202236 2015/10/23 6233.86 2207.12^PP 3202236 2015/10/23 6233.86 1638.64 PP 3202236 2015/10/23 6233.86 1638.64 PP 3202236 2015/10/23 6233.86 1638.64 PP 3202236 2015/10/23 6233.86 1638.64,
Paid(Override),119442,,11/14/2000,1416.67,USD,1416.67,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,12/1/2000,2500,USD,2500,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,12/1/2001,2575,USD,2575,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,12/1/2002,2652.25,USD,2652.25,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,12/1/2003,2731.82,USD,2731.82,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,12/1/2004,2813.77,USD,2813.77,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,12/1/2005,2898.19,USD,2898.19,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),119442,,12/1/2006,2985.13,USD,2985.13,USD,11/15/2006,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2006/11/16 PP 0669036 2006/11/17 2985.13 2985.13 P 2006/11/16,669036,2985.13,11/17/2006,,,,,,,,
Paid(Override),119442,,12/1/2007,3074.68,USD,3074.68,USD,11/19/2007,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/11/19,1008172,3074.68,11/20/2007,,,,,,,,
Paid(Override),119442,,12/1/2008,3166.93,USD,3166.93,USD,11/21/2008,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2008/11/21,1329821,3166.93,11/24/2008,,,,,,,,
Paid(Override),119442,,12/1/2009,3261.93,USD,3261.93,USD,11/19/2009,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/11/20,1629845,3261.93,11/23/2009,,,,,,,,
Paid(Override),119442,,12/1/2010,3359.79,USD,3359.79,USD,11/17/2010,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/11/18,1919110,3359.79,11/19/2010,,,,,,,,
Paid(Override),119442,,12/1/2011,3460.58,USD,3460.58,USD,11/15/2011,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2011/11/17,2205263,3460.58,11/18/2011,,,,,,,,
Paid(Override),119442,,12/1/2012,3564.4,USD,3564.4,USD,11/15/2012,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/11/19,2478891,3564.4,11/20/2012,,,,,,,,
Paid(Override),119442,,12/1/2013,3671.33,USD,3671.33,USD,11/20/2013,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/11/21 P 2013/11/21,2714461,3671.33,11/22/2013,,,,,,,,
Paid(Override),119442,,12/1/2014,3781.47,USD,3781.47,USD,11/18/2014,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/11/19 P 2014/11/19,2988087,6100.01,11/20/2014,,,,,,,,
Paid(Override),119442,,12/1/2015,3894.92,USD,3894.92,USD,11/17/2015,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/11/18 PP 3219600 2015/11/19 6283.02 3894.92 P 2015/11/18 PP 3219600 2015/11/19 6283.02 3894.92 P 2015/11/18 P 2015/11/18,3219600,6283.02,11/19/2015,,,,,,,,
Paid(Override),119442,,2/1/2001,2500,USD,2500,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,2/1/2002,2575,USD,2575,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,2/1/2003,2652.25,USD,2652.25,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,2/1/2004,2731.82,USD,2731.82,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,2/1/2005,2813.77,USD,2813.77,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),119442,,2/1/2006,2898.19,USD,2898.19,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,"Payment status changed from Open to Paid in transition from REM to Siterra

Closed on 08/19/2006",,,,,,,,,,,
Paid(Override),119442,,2/1/2007,2985.13,USD,2985.13,USD,1/19/2007,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2007/01/22 P 2007/01/22,722918,2985.13,1/23/2007,,,,,,,,
Paid(Override),119442,,2/1/2008,3074.68,USD,3074.68,USD,1/22/2008,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1057752,3074.68,1/23/2008,,,,,,,,
Paid(Override),119442,,2/1/2009,3166.93,USD,3166.93,USD,1/20/2009,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2009/01/21,1382180,3166.93,1/22/2009,,,,,,,,
Paid(Override),119442,,2/1/2010,3261.93,USD,3261.93,USD,1/19/2010,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2010/01/20,1679930,3261.93,1/21/2010,,,,,,,,
Paid(Override),119442,,2/1/2011,3359.79,USD,3359.79,USD,1/20/2011,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1967110 2011/01/24 3359.79 3359.79 P 2011/01/21,1967110,3359.79,1/24/2011,,,,,,,,
Paid(Override),119442,,2/1/2012,3460.58,USD,3460.58,USD,1/20/2012,,,,^100^100,^4000028099-2000035256^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/01/23,2251183,3460.58,1/24/2012,,,,,,,,
